new_10_Char,10 char .phy format name,Original fasta header,Name (existing or suggested),Major group,Species,Major taxon for the purposes of this study
AAAAAAABAE,395sp|Q9W7,sp|Q9W716|3SOFV_NAJAT Cytotoxin homolog 5V OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin homolog 5V ,3FTx,Naja atra ,Elapidae
AAAAAAABBB,435sp|Q989,sp|Q98956|3SA1B_NAJAT Cytotoxin 1b OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1b ,3FTx,Naja atra ,Elapidae
AAAAAAABBD,439sp|Q989,sp|Q98958|3SA1D_NAJAT Cytotoxin 1d/1e OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1d/1e ,3FTx,Naja atra ,Elapidae
AAAAAAABBF,441sp|Q911,sp|Q91136|3SATF_NAJAT Cytotoxin Ilike T15 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin Ilike T15 ,3FTx,Naja atra ,Elapidae
AAAAAAABBG,443sp|P798,sp|P79810|3SA1C_NAJAT Cytotoxin 1c OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1c ,3FTx,Naja atra ,Elapidae
AAAAAAABBH,445sp|Q911,sp|Q91135|3SAPF_NAJAT Cytotoxin Ilike P15 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin Ilike P15 ,3FTx,Naja atra ,Elapidae
AAAAAAABBI,447sp|Q989,sp|Q98957|3SA1A_NAJAT Cytotoxin 1a OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 1a ,3FTx,Naja atra ,Elapidae
AAAAAAABBJ,449sp|P603,sp|P60304|3SA1_NAJAT Cytotoxin 1 OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja atra ,Elapidae
AAAAAAABBK,451sp|Q989,sp|Q98965|3SA6_NAJAT Cytotoxin 6 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 6 ,3FTx,Naja atra ,Elapidae
AAAAAAABBL,453sp|Q9W6,sp|Q9W6W6|3SAA_NAJAT Cytotoxin 10 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 10 ,3FTx,Naja atra ,Elapidae
AAAAAAABBM,455sp|P802,sp|P80245|3SAN_NAJAT Cytotoxin 6 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 6 ,3FTx,Naja atra ,Elapidae
AAAAAAABBN,457sp|P491,sp|P49123|3SA8A_NAJAT Cytotoxin 8 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 8 ,3FTx,Naja atra ,Elapidae
AAAAAAABBR,463sp|P603,sp|P60309|3SAFD_NAJAT Cytotoxin SP15d OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15d ,3FTx,Naja atra ,Elapidae
AAAAAAABBS,465sp|P603,sp|P60307|3SAFA_NAJAT Cytotoxin SP15a OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15a ,3FTx,Naja atra ,Elapidae
AAAAAAABBT,467sp|P603,sp|P60308|3SAFC_NAJAT Cytotoxin SP15c OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP15c ,3FTx,Naja atra ,Elapidae
AAAAAAABBW,473sp|P603,sp|P60306|3SADB_NAJAT Cytotoxin SP13b OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin SP13b ,3FTx,Naja atra ,Elapidae
AAAAAAABCC,483sp|Q911,sp|Q91124|3SA8B_NAJAT Cytotoxin 8 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 8 ,3FTx,Naja atra ,Elapidae
AAAAAAABCD,485sp|Q989,sp|Q98962|3SA3D_NAJAT Cytotoxin 3d OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 3d ,3FTx,Naja atra ,Elapidae
AAAAAAABCH,493sp|Q9W6,sp|Q9W6W9|3SA4N_NAJAT Cytotoxin 4N OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 4N ,3FTx,Naja atra ,Elapidae
AAAAAAABCI,495sp|P014,sp|P01443|3SA4_NAJAT Cytotoxin 4 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 4 ,3FTx,Naja atra ,Elapidae
AAAAAAABCK,499sp|P014,sp|P01442|3SA2_NAJAT Cytotoxin 2 OS=Naja atra OX=8656 PE=1 SV=2,Cytotoxin 2 ,3FTx,Naja atra ,Elapidae
AAAAAAABCM,501sp|Q989,sp|Q98961|3SA5_NAJAT Cytotoxin 5 OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 5 ,3FTx,Naja atra ,Elapidae
AAAAAAABCN,503sp|P075,sp|P07525|3SAT_NAJAT Cytotoxin 5 OS=Naja atra OX=8656 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja atra ,Elapidae
AAAAAAABCT,515sp|Q989,sp|Q98959|3SA3A_NAJAT Cytotoxin 3a OS=Naja atra OX=8656 PE=3 SV=1,Cytotoxin 3a ,3FTx,Naja atra ,Elapidae
AAAAAAABCX,521sp|Q989,sp|Q98960|3SA3B_NAJAT Cytotoxin 3b OS=Naja atra OX=8656 PE=3 SV=2,Cytotoxin 3b ,3FTx,Naja atra ,Elapidae
AAAAAAABFL,641sp|Q9YG,sp|Q9YGI4|3NO22_NAJAT Probable weak neurotoxin NNAM2 OS=Naja atra OX=8656 PE=1 SV=1,Probable weak neurotoxin NNAM2 ,3FTx,Naja atra ,Elapidae
AAAAAAABFM,643sp|P608,sp|P60814|3NO2I_NAJAT Probable weak neurotoxin NNAM2I OS=Naja atra OX=8656 PE=3 SV=1,Probable weak neurotoxin NNAM2I ,3FTx,Naja atra ,Elapidae
AAAAAAABGC,673sp|Q9YG,sp|Q9YGI1|3NO23_NAJAT Probable weak neurotoxin NNAM3 OS=Naja atra OX=8656 PE=3 SV=1,Probable weak neurotoxin NNAM3 ,3FTx,Naja atra ,Elapidae
AAAAAAABGI,683sp|O934,sp|O93422|3NO2H_NAJAT Long neurotoxin homolog OS=Naja atra OX=8656 PE=3 SV=1,Long neurotoxin homolog ,3FTx,Naja atra ,Elapidae
AAAAAAAACT,Naja_atra_Q9YGI4,Naja_atra_Q9YGI4,-,3FTx,Naja atra ,Elapidae
AAAAAAAACV,Naja_atra_E2ITZ6,Naja_atra_E2ITZ6,-,3FTx,Naja atra ,Elapidae
AAAAAAAAIV,1077sp|P34,sp|P34076|3S11_NAJCH Short neurotoxin 1 OS=Naja christyi OX=8611 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja christyi ,Elapidae
AAAAAAAAIS,1071sp|P25,sp|P25675|3S12_NAJHH Short neurotoxin 2 OS=Naja haje haje OX=8642 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Naja haje haje ,Elapidae
AAAAAAABDI,541sp|P014,sp|P01457|3SA5_NAJHH Cytotoxin 5 OS=Naja haje haje OX=8642 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja haje haje ,Elapidae
AAAAAAABGD,675sp|P014,sp|P01401|3NO2B_NAJHH Weak toxin CM11 OS=Naja haje haje OX=8642 PE=1 SV=1,Weak toxin CM11 ,3FTx,Naja haje haje ,Elapidae
AAAAAAABIE,771sp|P256,sp|P25674|3L21_NAJHH Long neurotoxin 1 OS=Naja haje haje OX=8642 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja haje haje ,Elapidae
AAAAAAABKU,891sp|P014,sp|P01415|3SO62_NAJHH Weak toxin CM2 OS=Naja haje haje OX=8642 PE=1 SV=1,Weak toxin CM2 ,3FTx,Naja haje haje ,Elapidae
AAAAAAABGJ,685sp|P0DS,sp|P0DSM9|3NO2N_NAJKA Weak toxin NWT OS=Naja kaouthia OX=8649 PE=1 SV=1,Weak toxin NWT ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAIJ,1055sp|P82,sp|P82849|3S1B2_NAJKA Cobrotoxin II OS=Naja kaouthia OX=8649 PE=1 SV=1,Cobrotoxin II ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAIK,1057sp|P14,sp|P14613|3S1B1_NAJKA Short neurotoxin 1 OS=Naja kaouthia OX=8649 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAJC,1089sp|P59,sp|P59275|3S1B_NAJKA Cobrotoxinb OS=Naja kaouthia OX=8649 PE=1 SV=1,Cobrotoxinb ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAJD,1091sp|P59,sp|P59276|3S1C_NAJKA Cobrotoxinc OS=Naja kaouthia OX=8649 PE=1 SV=1,Cobrotoxinc ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAKI,1147sp|P82,sp|P82463|3SUC2_NAJKA Muscarinic toxinlike protein 2 OS=Naja kaouthia OX=8649 PE=1 SV=1,Muscarinic toxinlike protein 2 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAALE,1187sp|P0D,sp|P0DSN0|3SX_NAJKA Nakoroxin OS=Naja kaouthia OX=8649 PE=1 SV=1,Nakoroxin ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAALK,1199sp|P01,sp|P01391|3L21_NAJKA Alpha-cobratoxin OS=Naja kaouthia OX=8649 PE=1 SV=1,Alpha-cobratoxin ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAZZ,385sp|P145,sp|P14541|3SOFH_NAJKA Cytotoxin homolog OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin homolog ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABBX,475sp|P014,sp|P01445|3SA7A_NAJKA Cytotoxin 2 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABBY,477sp|P014,sp|P01446|3SA3_NAJKA Cytotoxin 3 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABCE,487sp|P247,sp|P24779|3SA5_NAJKA Cytotoxin 5 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 5 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABCO,505sp|P0CH,sp|P0CH80|3SA1_NAJKA Cytotoxin 1 OS=Naja kaouthia OX=8649 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABCY,523sp|Q9DG,sp|Q9DGH9|3SA2_NAJKA Cytotoxin 2 OS=Naja kaouthia OX=8649 PE=3 SV=1,Cytotoxin 2 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABEM,597sp|P824,sp|P82464|3SO8_NAJKA Muscarinic toxinlike protein 3 OS=Naja kaouthia OX=8649 PE=1 SV=1,Muscarinic toxinlike protein 3 ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABFJ,639sp|P829,sp|P82935|3NO2_NAJKA Tryptophancontaining weak neurotoxin OS=Naja kaouthia OX=8649 PE=1 SV=2,Tryptophancontaining weak neurotoxin ,3FTx,Naja kaouthia ,Elapidae
AAAAAAABFN,645sp|P256,sp|P25679|3NO29_NAJKA Weak toxin CM9a OS=Naja kaouthia OX=8649 PE=1 SV=2,Weak toxin CM9a ,3FTx,Naja kaouthia ,Elapidae
AAAAAAAACS,Naja_kaouthia_P82935,Naja_kaouthia_P82935,-,3FTx,Naja kaouthia ,Elapidae
AAAAAAAAJA,1085sp|P01,sp|P01424|3S11_NAJME Short neurotoxin 1 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAAAKH,1145sp|P0D,sp|P0DQQ3|3SUC1_NAJME Muscarinic toxinlike protein TxNM32 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Muscarinic toxinlike protein TxNM32 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAAAZU,377sp|P014,sp|P01474|3SOF2_NAJME Cytotoxin homolog 2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin homolog 2 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAAAZV,379sp|P014,sp|P01473|3SOF3_NAJME Cytotoxin homolog 3 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin homolog 3 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABDM,549sp|P014,sp|P01448|3SA1_NAJME Cytotoxin 1 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABGE,677sp|P014,sp|P01400|3NO2B_NAJME Weak toxin S4C11 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Weak toxin S4C11 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABHZ,761sp|P013,sp|P01388|3L22_NAJME Long neurotoxin 2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABIA,763sp|P0DQ,sp|P0DQQ2|3L24_NAJME Long neurotoxin TxNM31 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin TxNM31 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABIU,799sp|P0DQ,sp|P0DQQ1|3L23_NAJME Long neurotoxin TxNM2 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin TxNM2 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAABIX,801sp|P013,sp|P01383|3L21_NAJME Long neurotoxin 1 OS=Naja melanoleuca OX=8643 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja melanoleuca ,Elapidae
AAAAAAAAIG,1049sp|P01,sp|P01432|3S13_NAJMO Short neurotoxin 3 OS=Naja mossambica OX=8644 PE=1 SV=1,Short neurotoxin 3 ,3FTx,Naja mossambica ,Elapidae
AAAAAAAAII,1053sp|P01,sp|P01431|3S11_NAJMO Short neurotoxin 1 OS=Naja mossambica OX=8644 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja mossambica ,Elapidae
AAAAAAABAS,419sp|P014,sp|P01452|3SA4_NAJMO Cytotoxin 4 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 4 ,3FTx,Naja mossambica ,Elapidae
AAAAAAABAU,421sp|P014,sp|P01470|3SA3_NAJMO Cytotoxin 3 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja mossambica ,Elapidae
AAAAAAABAW,425sp|P014,sp|P01469|3SA2_NAJMO Cytotoxin 2 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja mossambica ,Elapidae
AAAAAAABAX,427sp|P014,sp|P01467|3SA1_NAJMO Cytotoxin 1 OS=Naja mossambica OX=8644 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja mossambica ,Elapidae
AAAAAAABAZ,431sp|P255,sp|P25517|3SA5_NAJMO Cytotoxin 5 OS=Naja mossambica OX=8644 PE=1 SV=3,Cytotoxin 5 ,3FTx,Naja mossambica ,Elapidae
AAAAAAAAIM,105Nana_c3,"Nana_c3_11 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAQE,141Nana_c3,"Nana_c3_dn_7 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAVS,175Nana_c3,"Nana_c3_8 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAWO,213Nana_c3,"Nana_c3_dn_9 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAWQ,217Nana_c1,"Nana_c1_1 Naja naja isolate NN01 chromosome 1, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAWY,231Nana_c3,"Nana_c3_dn_19 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAWZ,233Nana_c3,"Nana_c3_16 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXA,235Nana_c3,"Nana_c3_dn_17 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXB,237Nana_c3,"Nana_c3_dn_5 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXF,243Nana_c3,"Nana_c3_dn_1 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXG,245Nana_c3,"Nana_c3_dn_4 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXH,247Nana_c3,"Nana_c3_28 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXI,249Nana_c3,"Nana_c3_dn_12 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXJ,251Nana_c3,"Nana_c3_dn_15 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXK,253Nana_c3,"Nana_c3_dn_14 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXL,255Nana_c3,"Nana_c3_dn_18 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXM,257Nana_c3,"Nana_c3_dn_26 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXN,259Nana_c3,"Nana_c3_dn_20 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXP,261Nana_c3,"Nana_c3_dn_27 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXS,267Nana_c4,"Nana_c4_dn_1 Naja naja isolate NN01 chromosome 4, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXU,271Nana_c3,"Nana_c3_dn_2 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXV,273Nana_c3,"Nana_c3_dn_3 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXW,275Nana_c3,"Nana_c3_dn_6 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXX,277Nana_c3,"Nana_c3_dn_24 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAAAXY,279Nana_c3,"Nana_c3_dn_23 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAABBP,45Nana_c3_,"Nana_c3_dn_25 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAABJS,83Nana_c3_,"Nana_c3_dn_10 Naja naja isolate NN01 chromosome 3, whole genome shotgun sequence",-,snake genomic,Naja naja,Elapidae
AAAAAAABBA,433sp|P865,sp|P86538|3SA2A_NAJNA Cytotoxin 2a OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 2a ,3FTx,Naja naja ,Elapidae
AAAAAAABBU,469sp|P865,sp|P86540|3SA8_NAJNA Cytotoxin 8 OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 8 ,3FTx,Naja naja ,Elapidae
AAAAAAABBV,471sp|P863,sp|P86382|3SA7_NAJNA Cytotoxin 7 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 7 ,3FTx,Naja naja ,Elapidae
AAAAAAABBZ,479sp|P014,sp|P01447|3SA1_NAJNA Cytotoxin 1 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja naja ,Elapidae
AAAAAAABCB,481sp|P247,sp|P24780|3SA3_NAJNA Cytotoxin 3 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja naja ,Elapidae
AAAAAAABCP,507sp|P865,sp|P86541|3SAA_NAJNA Cytotoxin 10 OS=Naja naja OX=35670 PE=1 SV=2,Cytotoxin 10 ,3FTx,Naja naja ,Elapidae
AAAAAAABCQ,509sp|P014,sp|P01440|3SA2_NAJNA Cytotoxin 2 OS=Naja naja OX=35670 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja naja ,Elapidae
AAAAAAABFU,659sp|P291,sp|P29181|3NO27_NAJNA Weak neurotoxin 7 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 7 ,3FTx,Naja naja ,Elapidae
AAAAAAABFW,661sp|P291,sp|P29182|3NO28_NAJNA Weak neurotoxin 8 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 8 ,3FTx,Naja naja ,Elapidae
AAAAAAABFX,663sp|P291,sp|P29179|3NO25_NAJNA Weak neurotoxin 5 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 5 ,3FTx,Naja naja ,Elapidae
AAAAAAABGH,681sp|P291,sp|P29180|3NO26_NAJNA Weak neurotoxin 6 OS=Naja naja OX=35670 PE=1 SV=1,Weak neurotoxin 6 ,3FTx,Naja naja ,Elapidae
AAAAAAABHT,751sp|P256,sp|P25672|3L24_NAJNA Long neurotoxin 4 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 4 ,3FTx,Naja naja ,Elapidae
AAAAAAABHU,753sp|P256,sp|P25673|3L25_NAJNA Long neurotoxin 5 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 5 ,3FTx,Naja naja ,Elapidae
AAAAAAABHV,755sp|P256,sp|P25668|3L21_NAJNA Long neurotoxin 1 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja naja ,Elapidae
AAAAAAABHW,757sp|P256,sp|P25669|3L22_NAJNA Long neurotoxin 2 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 2 ,3FTx,Naja naja ,Elapidae
AAAAAAABHX,759sp|P256,sp|P25671|3L23_NAJNA Long neurotoxin 3 OS=Naja naja OX=35670 PE=1 SV=1,Long neurotoxin 3 ,3FTx,Naja naja ,Elapidae
AAAAAAABAV,423sp|P0DS,sp|P0DSN1|3SAN_NAJNG Naniproin OS=Naja nigricollis OX=8654 PE=1 SV=1,Naniproin ,3FTx,Naja nigricollis ,Elapidae
AAAAAAAAIT,1073sp|P01,sp|P01423|3S12_NAJNI Short neurotoxin 2 OS=Naja nivea OX=8655 PE=1 SV=1,Short neurotoxin 2 ,3FTx,Naja nivea ,Elapidae
AAAAAAABCZ,525sp|P014,sp|P01463|3SA2_NAJNI Cytotoxin 2 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja nivea ,Elapidae
AAAAAAABDE,535sp|P014,sp|P01456|3SA1_NAJNI Cytotoxin 1 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja nivea ,Elapidae
AAAAAAABDG,539sp|P014,sp|P01458|3SA3_NAJNI Cytotoxin 3 OS=Naja nivea OX=8655 PE=1 SV=1,Cytotoxin 3 ,3FTx,Naja nivea ,Elapidae
AAAAAAABFY,665sp|P256,sp|P25680|3NO2A_NAJNI Weak toxin CM10 OS=Naja nivea OX=8655 PE=1 SV=1,Weak toxin CM10 ,3FTx,Naja nivea ,Elapidae
AAAAAAABID,769sp|P013,sp|P01390|3L21_NAJNI Long neurotoxin 1 OS=Naja nivea OX=8655 PE=1 SV=1,Long neurotoxin 1 ,3FTx,Naja nivea ,Elapidae
AAAAAAABBC,437sp|P014,sp|P01451|3SA1_NAJOX Cytotoxin 1 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja oxiana ,Elapidae
AAAAAAABBO,459sp|P014,sp|P01441|3SA2_NAJOX Cytotoxin 2 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin 2 ,3FTx,Naja oxiana ,Elapidae
AAAAAAABBQ,461sp|Q9PS,sp|Q9PS34|3SA5_NAJOX Cytotoxin Vc5 OS=Naja oxiana OX=8657 PE=1 SV=1,Cytotoxin Vc5 ,3FTx,Naja oxiana ,Elapidae
AAAAAAABGF,679sp|P855,sp|P85520|3NO2_NAJOX Oxiana weak toxin OS=Naja oxiana OX=8657 PE=1 SV=2,Oxiana weak toxin ,3FTx,Naja oxiana ,Elapidae
AAAAAAABIY,803sp|P013,sp|P01382|3L21_NAJOX AlphaelapitoxinNno2a OS=Naja oxiana OX=8657 PE=1 SV=1,AlphaelapitoxinNno2a ,3FTx,Naja oxiana ,Elapidae
AAAAAAAAIZ,1083sp|P01,sp|P01426|3S11_NAJPA Short neurotoxin 1 OS=Naja pallida OX=8658 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja pallida ,Elapidae
AAAAAAABAY,429sp|P014,sp|P01468|3SA1_NAJPA Cytotoxin 1 OS=Naja pallida OX=8658 PE=1 SV=1,Cytotoxin 1 ,3FTx,Naja pallida ,Elapidae
AAAAAAAAJE,1093sp|P60,sp|P60773|3S11_NAJPH Short neurotoxin 1 OS=Naja philippinensis OX=8659 PE=1 SV=1,Short neurotoxin 1 ,3FTx,Naja philippinensis ,Elapidae
AAAAAAABCF,489sp|P833,sp|P83345|3SAS_NAJSG Cytotoxin sagitoxin OS=Naja sagittifera OX=195058 PE=1 SV=1,Cytotoxin sagitoxin ,3FTx,Naja sagittifera ,Elapidae
AAAAAAABCS,513sp|O934,sp|O93472|3SA2C_NAJSP Cytotoxin 2c OS=Naja sputatrix OX=33626 PE=3 SV=1,Cytotoxin 2c ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAIN,1061sp|Q9P,sp|Q9PSN6|3S13_NAJSP Neurotoxin 3 OS=Naja sputatrix OX=33626 PE=1 SV=1,Neurotoxin 3 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAIO,1063sp|O57,sp|O57327|3S1A4_NAJSP Alphaneurotoxin NTX4 OS=Naja sputatrix OX=33626 PE=3 SV=1,Alphaneurotoxin NTX4 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAIP,1065sp|Q9Y,sp|Q9YGJ5|3S1A2_NAJSP Alphaneurotoxin NTX2 OS=Naja sputatrix OX=33626 PE=3 SV=1,Alphaneurotoxin NTX2 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAIQ,1067sp|Q9Y,sp|Q9YGJ6|3S1A1_NAJSP Alphaneurotoxin NTX1 OS=Naja sputatrix OX=33626 PE=3 SV=1,Alphaneurotoxin NTX1 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAIR,1069sp|O57,sp|O57326|3S1A3_NAJSP Alphaneurotoxin NTX3 OS=Naja sputatrix OX=33626 PE=3 SV=1,Alphaneurotoxin NTX3 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAAAJF,1095sp|P60,sp|P60772|3S15_NAJSP Neurotoxin 5 OS=Naja sputatrix OX=33626 PE=1 SV=1,Neurotoxin 5 ,3FTx,Naja sputatrix ,Elapidae
AAAAAAABCG,491sp|P603,sp|P60311|3SAC3_NAJSP Cytotoxin KJC3 OS=Naja sputatrix OX=33626 PE=1 SV=1,Cytotoxin KJC3 ,3FTx,Naja sputatrix ,Elapidae
